Select all keywords,Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (BRL),Com.,SF,Results,Updated
cadeira presidencial,cadeira presidencial​,C,61,0,"1,000",,n/a,n/a,8,1.14,1.00,10,191,1 month
cadeira retro,cadeira retro​,I,54,0,"1,000",,n/a,n/a,28,0.52,1.00,7,193,1 month
cadeira sala jantar,cadeira sala jantar​,I,59,0,"1,000",,n/a,n/a,10,0.78,1.00,8,194,1 month
cadeira sem braço,cadeira sem braço​,IC,48,0,"1,000",,n/a,n/a,7,0.83,1.00,9,182,1 month
cadeira simples,cadeira simples​,I,62,0,"1,000",,n/a,n/a,18,0.52,1.00,7,196,1 month
cadeira tela,cadeira tela​,I,53,0,"1,000",,n/a,n/a,11,0.88,1.00,8,205,1 month
cadeira web,cadeira web​,I,59,0,"1,000",,n/a,n/a,21,6.43,1.00,7,210,1 month
cadeiras acrilica,cadeiras acrilica​,IC,53,0,"1,000",,n/a,n/a,26,0.62,1.00,7,169,1 month
cadeiras alegra,cadeiras alegra​,I,54,0,"1,000",,n/a,n/a,21,0.57,1.00,8,187,1 month
cadeiras de jardim,cadeiras de jardim​,I,49,0,"1,000",,n/a,n/a,21,0.52,1.00,6,172,1 month
cadeiras de madeira estofada,cadeiras de madeira estofada​,C,50,0,"1,000",,n/a,n/a,11,0.47,1.00,7,187,1 month
cadeiras de madeira para cozinha,cadeiras de madeira para cozinha​,C,54,0,"1,000",,n/a,n/a,19,0.36,1.00,6,195,1 month
cadeiras de sala de jantar,cadeiras de sala de jantar​,I,54,0,"1,000",,n/a,n/a,12,0.47,1.00,7,9M,1 month
cadeiras em promoção,cadeiras em promoção​,C,61,0,"1,000",,n/a,n/a,16,0.52,1.00,5,177,1 month
cadeiras ergonomica,cadeiras ergonomica​,C,62,0,"1,000",,n/a,n/a,30,1.24,1.00,8,187,1 month
cadeiras ergonômicas,cadeiras ergonômicas​,IC,59,0,"1,000",,n/a,n/a,35,0.98,1.00,9,186,1 month
cadeiras giratórias,cadeiras giratórias​,I,52,0,"1,000",,n/a,n/a,21,0.98,1.00,7,195,1 month
cadeiras inc,cadeiras inc​,N,50,0,"1,000",,n/a,n/a,37,1.40,1.00,6,183,1 month
cadeiras madeira maciça,cadeiras madeira maciça​,IC,55,0,"1,000",,n/a,n/a,8,0.67,1.00,8,190,1 month
cadeiras para computador,cadeiras para computador​,IC,59,0,"1,000",,n/a,n/a,21,0.57,1.00,6,196,1 month
cadeiras para cozinha modernas,cadeiras para cozinha modernas​,C,52,0,"1,000",,n/a,n/a,21,0.47,1.00,8,210,1 month
cadeiras para escritorio ergonomicas,cadeiras para escritorio ergonomicas​,C,59,0,"1,000",,n/a,n/a,24,1.55,1.00,7,189,1 month
cadeiras para mesa de madeira,cadeiras para mesa de madeira​,C,52,0,"1,000",,n/a,n/a,9,0.41,1.00,7,186,1 month
cadeiras para sala jantar,cadeiras para sala jantar​,IC,55,0,"1,000",,n/a,n/a,12,0.78,1.00,8,196,1 month
cadeiras pretas,cadeiras pretas​,IT,51,0,"1,000",,n/a,n/a,21,0.62,1.00,6,194,1 month
cadeiras rosa,cadeiras rosa​,N,54,0,"1,000",,n/a,n/a,38,12.08,1.00,7,230,1 month
gaming armchair,gaming armchair​,IT,31,0,"1,000",,n/a,n/a,54,0.78,0.05,5,184,1 month
gaming chair,gaming chair​,C,40,0,"1,000",,n/a,n/a,33,1.30,1.00,9,198,1 month
gaming gamer chair,gaming gamer chair​,C,38,0,"1,000",,n/a,n/a,65,0.78,0.05,6,182,1 month
jogo cadeira de madeira,jogo cadeira de madeira​,C,53,0,"1,000",,n/a,n/a,7,0.41,1.00,4,188,1 month
loja das cadeiras,loja das cadeiras​,NC,51,0,"1,000",,n/a,n/a,31,0.52,0.97,9,166,1 month
melhor cadeira para gamers,melhor cadeira para gamers​,C,49,0,"1,000",,n/a,n/a,23,0.57,1.00,8,168,1 month
melhores cadeiras de escritorio,melhores cadeiras de escritorio​,C,51,0,"1,000",,n/a,n/a,21,1.66,1.00,9,180,1 month
melhores cadeiras gamer,melhores cadeiras gamer​,C,45,0,"1,000",,n/a,n/a,24,0.57,1.00,8,176,1 month
mesa canto,mesa canto​,I,44,0,"1,000",,n/a,n/a,23,0.73,1.00,8,189,1 month
mesa de apoio para sala,mesa de apoio para sala​,I,45,0,"1,000",,n/a,n/a,19,0.52,1.00,7,198,1 month
mesa de canto sala,mesa de canto sala​,IC,51,0,"1,000",,n/a,n/a,21,0.52,1.00,7,197,1 month
mesa lateral para quarto,mesa lateral para quarto​,I,47,0,"1,000",,n/a,n/a,21,0.57,1.00,6,196,1 month
mesa sala pequena,mesa sala pequena​,IC,47,0,"1,000",,n/a,n/a,24,0.41,1.00,8,204,1 month
mesas de centro para salas,mesas de centro para salas​,IC,46,0,"1,000",,n/a,n/a,18,0.46,1.00,7,157,1 month
mesinha lateral sofa,mesinha lateral sofa​,C,49,0,"1,000",,n/a,n/a,20,0.72,1.00,8,195,1 month
mesinhas de canto,mesinhas de canto​,IC,48,0,"1,000",,n/a,n/a,29,0.46,1.00,8,193,1 month
modelos de cadeiras,modelos de cadeiras​,I,60,0,"1,000",,n/a,n/a,20,0.52,1.00,8,184,1 month
poltrona para recepcao,poltrona para recepcao​,I,45,0,"1,000",,n/a,n/a,17,0.93,1.00,5,186,1 month
poltrona pequena para sala,poltrona pequena para sala​,C,50,0,"1,000",,n/a,n/a,26,0.41,1.00,8,198,1 month
poltrona pequena sala,poltrona pequena sala​,C,49,0,"1,000",,n/a,n/a,23,0.36,1.00,8,192,1 month
poltronas casas bahia,poltronas casas bahia​,N,48,0,"1,000",,n/a,n/a,30,0.26,1.00,4,161,1 month
poltronas decorativa,poltronas decorativa​,C,43,0,"1,000",,n/a,n/a,13,0.52,1.00,7,196,1 month
poltronas para quartos,poltronas para quartos​,IC,46,0,"1,000",,n/a,n/a,21,0.41,1.00,6,196,1 month
poltronas para sala de espera,poltronas para sala de espera​,I,39,0,"1,000",,n/a,n/a,20,0.82,1.00,9,199,1 month
poltronas quarto,poltronas quarto​,IC,54,0,"1,000",,n/a,n/a,23,0.41,1.00,7,198,1 month
promoção cadeira,promoção cadeira​,C,63,0,"1,000",,n/a,n/a,17,0.52,1.00,5,186,1 month
video game gaming chair,video game gaming chair​,C,34,0,"1,000",,n/a,n/a,58,0.77,0.05,6,189,1 month
webcadeiras,webcadeiras​,N,41,0,"1,000",,n/a,n/a,43,6.34,1.00,7,159,1 month
cabideiro de chão moderno,cabideiro de chão moderno​,I,53,0,880,,n/a,n/a,25,0.36,1.00,7,188,1 month
cadeira acrilica,cadeira acrilica​,C,53,0,880,,n/a,n/a,20,0.62,1.00,9,181,1 month
cadeira acrilica transparente,cadeira acrilica transparente​,I,48,0,880,,n/a,n/a,19,0.52,1.00,7,200,1 month
cadeira antiga,cadeira antiga​,I,46,0,880,,n/a,n/a,30,0.21,0.91,8,189,1 month
cadeira bege,cadeira bege​,I,64,0,880,,n/a,n/a,20,0.77,1.00,8,186,1 month
cadeira com estofado,cadeira com estofado​,I,58,0,880,,n/a,n/a,28,0.57,1.00,8,201,1 month
cadeira com tela,cadeira com tela​,I,55,0,880,,n/a,n/a,8,0.67,1.00,8,196,1 month
cadeira concha,cadeira concha​,I,56,0,880,,n/a,n/a,15,0.62,1.00,9,186,1 month
cadeira cozinha moderna,cadeira cozinha moderna​,C,55,0,880,,n/a,n/a,24,0.46,1.00,7,185,1 month
cadeira de balcão,cadeira de balcão​,C,55,0,880,,n/a,n/a,26,0.36,1.00,6,217,1 month
cadeira de compu,cadeira de compu​,C,61,0,880,,n/a,n/a,26,0.00,0.00,7,196,1 month
cadeira de descanso varanda,cadeira de descanso varanda​,IC,51,0,880,,n/a,n/a,23,0.36,1.00,9,234,1 month
cadeira de escritorio bege,cadeira de escritorio bege​,IT,57,0,880,,n/a,n/a,15,1.13,1.00,7,210,1 month
cadeira de escritorio couro,cadeira de escritorio couro​,I,50,0,880,,n/a,n/a,17,1.19,1.00,6,193,1 month
cadeira de escritorio sem rodinha,cadeira de escritorio sem rodinha​,C,52,0,880,,n/a,n/a,15,0.88,1.00,5,197,1 month
cadeira de escritório branca,cadeira de escritório branca​,IC,58,0,880,,n/a,n/a,20,0.82,1.00,7,190,1 month
cadeira de escritório usada,cadeira de escritório usada​,C,52,0,880,,n/a,n/a,26,0.36,1.00,7,165,1 month
cadeira de madeira rústica,cadeira de madeira rústica​,IT,49,0,880,,n/a,n/a,7,0.46,1.00,8,196,1 month
cadeira diretor cinema,cadeira diretor cinema​,C,51,0,880,,n/a,n/a,18,0.57,1.00,6,175,1 month
cadeira eiffel preta,cadeira eiffel preta​,I,51,0,880,,n/a,n/a,11,0.52,1.00,9,208,1 month
cadeira em acrilico,cadeira em acrilico​,I,52,0,880,,n/a,n/a,19,0.62,1.00,8,169,1 month
cadeira ergonimica,cadeira ergonimica​,C,64,0,880,,n/a,n/a,23,0.98,1.00,7,194,1 month
cadeira ergonomia,cadeira ergonomia​,I,59,0,880,,n/a,n/a,31,0.98,1.00,8,185,1 month
cadeira escritorio cinza,cadeira escritorio cinza​,I,63,0,880,,n/a,n/a,12,1.49,1.00,5,194,1 month
cadeira escritorio madeira,cadeira escritorio madeira​,C,60,0,880,,n/a,n/a,17,1.44,1.00,5,186,1 month
cadeira escritorio sem rodinha,cadeira escritorio sem rodinha​,IC,54,0,880,,n/a,n/a,17,0.88,1.00,5,198,1 month
cadeira escritório ergonomica,cadeira escritório ergonomica​,I,61,0,880,,n/a,n/a,29,1.55,1.00,7,198,1 month
cadeira escritório rosa,cadeira escritório rosa​,IC,53,0,880,,n/a,n/a,21,0.82,1.00,9,204,1 month
cadeira estofada para mesa de jantar,cadeira estofada para mesa de jantar​,I,54,0,880,,n/a,n/a,10,0.46,1.00,8,196,1 month
cadeira estofadas para mesa de jantar,cadeira estofadas para mesa de jantar​,IC,56,0,880,,n/a,n/a,10,0.46,1.00,7,196,1 month
cadeira estudos confortavel,cadeira estudos confortavel​,IC,57,0,880,,n/a,n/a,23,0.41,1.00,11,213,1 month
cadeira fixa de escritorio,cadeira fixa de escritorio​,C,56,0,880,,n/a,n/a,6,1.39,1.00,7,193,1 month
cadeira gamer feminina,cadeira gamer feminina​,I,55,0,880,,n/a,n/a,26,0.41,1.00,7,186,1 month
cadeira gamer usada,cadeira gamer usada​,IT,52,0,880,,n/a,n/a,27,0.10,1.00,6,164,1 month
cadeira jantar moderna,cadeira jantar moderna​,I,57,0,880,,n/a,n/a,8,0.67,1.00,7,186,1 month
cadeira marrom,cadeira marrom​,I,62,0,880,,n/a,n/a,21,0.98,1.00,8,205,1 month
cadeira para diretor,cadeira para diretor​,I,54,0,880,,n/a,n/a,5,1.49,1.00,5,200,1 month
cadeira para esc,cadeira para esc​,C,58,0,880,,n/a,n/a,19,1.34,1.00,5,193,1 month
cadeira para escritorio bege,cadeira para escritorio bege​,I,58,0,880,,n/a,n/a,16,1.34,1.00,6,212,1 month
cadeira para escritorio marrom,cadeira para escritorio marrom​,C,53,0,880,,n/a,n/a,21,1.24,1.00,7,209,1 month
cadeira para escritório confortável,cadeira para escritório confortável​,C,64,0,880,,n/a,n/a,25,0.88,1.00,7,193,1 month
cadeira para escritório ergonômica,cadeira para escritório ergonômica​,I,61,0,880,,n/a,n/a,18,1.55,1.00,6,183,1 month
cadeira para o quarto,cadeira para o quarto​,C,59,0,880,,n/a,n/a,25,0.41,1.00,7,193,1 month
cadeira saarinen,cadeira saarinen​,I,52,0,880,,n/a,n/a,11,0.77,1.00,8,170,1 month
cadeira transparente acrilico,cadeira transparente acrilico​,IC,49,0,880,,n/a,n/a,21,0.52,1.00,8,199,1 month
cadeira varanda confortável,cadeira varanda confortável​,I,52,0,880,,n/a,n/a,21,0.36,1.00,8,193,1 month
cadeira vintage,cadeira vintage​,IC,54,0,880,,n/a,n/a,17,0.46,1.00,7,193,1 month
cadeiras acapulco,cadeiras acapulco​,I,53,0,880,,n/a,n/a,25,0.52,1.00,5,10,1 month
cadeiras de escritorio em promocao,cadeiras de escritorio em promocao​,C,55,0,880,,n/a,n/a,25,0.93,1.00,5,35.2M,1 month
cadeiras de escritório baratas,cadeiras de escritório baratas​,C,55,0,880,,n/a,n/a,21,0.98,1.00,7,205,1 month
cadeiras e poltronas para sala,cadeiras e poltronas para sala​,C,57,0,880,,n/a,n/a,25,0.46,1.00,6,194,1 month
cadeiras ergonomicas de escritorio,cadeiras ergonomicas de escritorio​,C,57,0,880,,n/a,n/a,14,1.44,1.00,6,190,1 month
cadeiras estofada para mesa de jantar,cadeiras estofada para mesa de jantar​,I,54,0,880,,n/a,n/a,15,0.46,1.00,4,193,1 month
cadeiras estofadas para sala de jantar,cadeiras estofadas para sala de jantar​,IC,53,0,880,,n/a,n/a,17,0.57,1.00,8,192,1 month
cadeiras gamers,cadeiras gamers​,C,57,0,880,,n/a,n/a,36,0.93,1.00,7,168,1 month
cadeiras modernas,cadeiras modernas​,IC,57,0,880,,n/a,n/a,7,0.77,1.00,7,193,1 month
cadeiras para balcões de cozinha,cadeiras para balcões de cozinha​,C,53,0,880,,n/a,n/a,27,0.31,1.00,5,218,1 month
cadeiras para escritorio confortavel,cadeiras para escritorio confortavel​,I,60,0,880,,n/a,n/a,26,0.88,1.00,8,194,1 month
cadeiras para jantar estofadas,cadeiras para jantar estofadas​,C,50,0,880,,n/a,n/a,13,0.72,1.00,4,199,1 month
cadeiras para quarto,cadeiras para quarto​,C,54,0,880,,n/a,n/a,29,0.41,1.00,7,174,1 month
cadeiras para varanda baratas,cadeiras para varanda baratas​,C,49,0,880,,n/a,n/a,25,0.31,1.00,7,533K,1 month
cadeiras promoção,cadeiras promoção​,IC,64,0,880,,n/a,n/a,15,0.52,1.00,6,182,1 month
cadeiras recepção,cadeiras recepção​,I,52,0,880,,n/a,n/a,12,1.03,1.00,8,184,1 month
cadeirão de jardim,cadeirão de jardim​,I,56,0,880,,n/a,n/a,20,0.52,1.00,6,177,1 month
encosto cadeira,encosto cadeira​,I,54,0,880,,n/a,n/a,13,0.21,1.00,7,203,1 month
escrivaninha com cadeira,escrivaninha com cadeira​,I,52,0,880,,n/a,n/a,23,0.36,1.00,6,221,1 month
estofado cadeira,estofado cadeira​,C,56,0,880,,n/a,n/a,13,0.77,1.00,8,193,1 month
jogo de cadeira cozinha,jogo de cadeira cozinha​,C,51,0,880,,n/a,n/a,17,0.26,1.00,6,190,1 month
jogo de cadeiras para cozinha,jogo de cadeiras para cozinha​,I,48,0,880,,n/a,n/a,18,0.26,1.00,7,186,1 month
jogos de cadeira para cozinha,jogos de cadeira para cozinha​,C,50,0,880,,n/a,n/a,16,0.26,1.00,7,221,1 month
kit cadeira,kit cadeira​,I,57,0,880,,n/a,n/a,21,0.52,1.00,5,207,1 month
loja de cadeira,loja de cadeira​,C,62,0,880,,n/a,n/a,46,1.65,1.00,6,195,1 month
melhor cadeira de escritorio,melhor cadeira de escritorio​,C,49,0,880,,n/a,n/a,22,1.19,1.00,8,133,1 month
melhor cadeira ergonomica,melhor cadeira ergonomica​,C,46,0,880,,n/a,n/a,22,1.13,1.00,10,168,1 month
melhor cadeira ergonômica,melhor cadeira ergonômica​,C,48,0,880,,n/a,n/a,23,1.13,1.00,8,165,1 month
mesa de canto da sala,mesa de canto da sala​,I,44,0,880,,n/a,n/a,16,0.31,1.00,7,193,1 month
mesa de centro pequena,mesa de centro pequena​,I,45,0,880,,n/a,n/a,20,0.52,1.00,7,191,1 month
mesa de sala de estar,mesa de sala de estar​,IC,43,0,880,,n/a,n/a,25,0.46,1.00,6,181,1 month
mesa e cadeira para escritorio,mesa e cadeira para escritorio​,C,57,0,880,,n/a,n/a,20,0.88,1.00,8,179,1 month
mesa sala de estar,mesa sala de estar​,C,43,0,880,,n/a,n/a,23,0.46,1.00,8,196,1 month
poltrona com rodinhas,poltrona com rodinhas​,I,49,0,880,,n/a,n/a,20,0.62,1.00,6,187,1 month
poltrona consultorio,poltrona consultorio​,I,50,0,880,,n/a,n/a,24,0.93,1.00,8,189,1 month
poltrona consultório,poltrona consultório​,C,47,0,880,,n/a,n/a,21,0.88,1.00,8,194,1 month
poltrona de quarto,poltrona de quarto​,I,50,0,880,,n/a,n/a,23,0.41,1.00,8,202,1 month
poltrona luxo,poltrona luxo​,I,43,0,880,,n/a,n/a,18,1.24,1.00,7,196,1 month
poltronas e cadeiras para sala,poltronas e cadeiras para sala​,C,54,0,880,,n/a,n/a,26,0.46,1.00,7,199,1 month
poltronas modernas e confortáveis,poltronas modernas e confortáveis​,IT,47,0,880,,n/a,n/a,16,0.67,1.00,8,188,1 month
poltronas para quartos pequenos,poltronas para quartos pequenos​,I,42,0,880,,n/a,n/a,23,0.31,1.00,6,191,1 month
promoção cadeiras,promoção cadeiras​,IT,61,0,880,,n/a,n/a,13,0.52,1.00,7,185,1 month
braço de cadeira de escritorio,braço de cadeira de escritorio​,I,49,0,720,,n/a,n/a,12,0.31,1.00,8,202,1 month
cabide de chao,cabide de chao​,C,47,0,720,,n/a,n/a,23,0.41,1.00,8,219,1 month
cabideiro de chao em madeira,cabideiro de chao em madeira​,C,51,0,720,,n/a,n/a,16,0.41,1.00,6,201,1 month
cabideiro de madeira parede,cabideiro de madeira parede​,I,49,0,720,,n/a,n/a,25,0.57,1.00,8,230,1 month
cabideiro em madeira,cabideiro em madeira​,IC,53,0,720,,n/a,n/a,27,0.57,1.00,8,194,1 month
cadeira allegra bege,cadeira allegra bege​,I,51,0,720,,n/a,n/a,22,0.52,1.00,8,197,1 month
cadeira almofadadas,cadeira almofadadas​,IC,50,0,720,,n/a,n/a,25,0.57,1.00,5,195,1 month
cadeira com rodas escritorio,cadeira com rodas escritorio​,I,59,0,720,,n/a,n/a,20,1.24,1.00,6,10,1 month
cadeira com rodas para escritorio,cadeira com rodas para escritorio​,I,59,0,720,,n/a,n/a,21,1.24,1.00,5,194,1 month
cadeira confortavel escritorio,cadeira confortavel escritorio​,C,61,0,720,,n/a,n/a,27,1.03,1.00,8,194,1 month
cadeira dazz,cadeira dazz​,IT,50,0,720,,n/a,n/a,23,0.31,1.00,9,188,1 month
cadeira de couro para escritório,cadeira de couro para escritório​,IC,48,0,720,,n/a,n/a,17,1.19,1.00,5,197,1 month
cadeira de diretor,cadeira de diretor​,I,61,0,720,,n/a,n/a,8,1.24,1.00,8,192,1 month
cadeira de diretor de cinema,cadeira de diretor de cinema​,IC,47,0,720,,n/a,n/a,17,0.41,1.00,8,185,1 month
cadeira de escritorio barata,cadeira de escritorio barata​,IC,60,0,720,,n/a,n/a,27,0.62,1.00,7,191,1 month
cadeira de escritorio gamer,cadeira de escritorio gamer​,C,53,0,720,,n/a,n/a,33,0.67,1.00,7,192,1 month
cadeira de escritorio marrom,cadeira de escritorio marrom​,IC,55,0,720,,n/a,n/a,17,1.24,1.00,7,171,1 month
cadeira de escritorio promoção,cadeira de escritorio promoção​,C,56,0,720,,n/a,n/a,20,0.93,1.00,3,199,1 month
cadeira de estudo para quarto,cadeira de estudo para quarto​,IC,55,0,720,,n/a,n/a,26,0.41,1.00,7,215,1 month
cadeira de presidente,cadeira de presidente​,I,57,0,720,,n/a,n/a,5,0.88,1.00,7,192,1 month
cadeira de quarto,cadeira de quarto​,C,59,0,720,,n/a,n/a,27,0.36,1.00,7,187,1 month
cadeira de tela,cadeira de tela​,IC,54,0,720,,n/a,n/a,7,0.67,1.00,4,155,1 month
cadeira de trabalho,cadeira de trabalho​,C,63,0,720,,n/a,n/a,29,1.49,1.00,6,160,1 month
cadeira diretor de cinema,cadeira diretor de cinema​,IC,49,0,720,,n/a,n/a,26,0.41,1.00,6,161,1 month
cadeira em mesh,cadeira em mesh​,C,52,0,720,,n/a,n/a,16,1.13,1.00,9,201,1 month
cadeira ergonomica nr17,cadeira ergonomica nr17​,C,47,0,720,,n/a,n/a,8,1.29,1.00,7,194,1 month
cadeira escritorio sem braco,cadeira escritorio sem braco​,IC,57,0,720,,n/a,n/a,9,1.19,1.00,6,195,1 month
cadeira escritório branca,cadeira escritório branca​,IC,61,0,720,,n/a,n/a,23,0.98,1.00,7,197,1 month
cadeira escritório fixa,cadeira escritório fixa​,I,54,0,720,,n/a,n/a,11,1.39,1.00,8,194,1 month
cadeira escritório giratória,cadeira escritório giratória​,I,59,0,720,,n/a,n/a,19,1.34,1.00,5,190,1 month
cadeira estofada de jantar,cadeira estofada de jantar​,IC,55,0,720,,n/a,n/a,12,0.57,1.00,6,190,1 month
cadeira estofada jantar,cadeira estofada jantar​,I,55,0,720,,n/a,n/a,13,0.72,1.00,6,198,1 month
cadeira estudo confortável,cadeira estudo confortável​,I,57,0,720,,n/a,n/a,21,0.41,1.00,9,202,1 month
cadeira fixa escritório,cadeira fixa escritório​,IC,52,0,720,,n/a,n/a,7,1.39,1.00,5,195,1 month
cadeira gamer confortavel,cadeira gamer confortavel​,C,55,0,720,,n/a,n/a,27,0.62,1.00,8,190,1 month
cadeira games,cadeira games​,C,58,0,720,,n/a,n/a,34,0.93,1.00,6,193,1 month
cadeira gammer,cadeira gammer​,C,61,0,720,,n/a,n/a,42,0.93,1.00,7,121,1 month
cadeira giratoria com braço,cadeira giratoria com braço​,I,56,0,720,,n/a,n/a,13,1.34,1.00,6,10,1 month
cadeira giratoria sem braço,cadeira giratoria sem braço​,IC,43,0,720,,n/a,n/a,12,1.08,1.00,5,192,1 month
cadeira jantar estofada,cadeira jantar estofada​,IC,56,0,720,,n/a,n/a,13,0.72,1.00,6,199,1 month
cadeira madeira escritorio,cadeira madeira escritorio​,IC,63,0,720,,n/a,n/a,17,1.44,1.00,5,192,1 month
cadeira madeira estofada,cadeira madeira estofada​,IC,54,0,720,,n/a,n/a,8,0.77,1.00,5,193,1 month
cadeira mesa cozinha,cadeira mesa cozinha​,C,51,0,720,,n/a,n/a,18,0.41,1.00,6,190,1 month
cadeira no olx,cadeira no olx​,TN,46,0,720,,n/a,n/a,34,0.31,1.00,3,166,1 month
cadeira para balcao,cadeira para balcao​,C,55,0,720,,n/a,n/a,26,0.31,1.00,4,183,1 month
cadeira para balcão de cozinha,cadeira para balcão de cozinha​,C,48,0,720,,n/a,n/a,27,0.31,1.00,8,217,1 month
cadeira para escritorio cinza,cadeira para escritorio cinza​,C,61,0,720,,n/a,n/a,18,1.49,1.00,6,193,1 month
cadeira para escritorio com rodinhas,cadeira para escritorio com rodinhas​,I,58,0,720,,n/a,n/a,22,1.24,1.00,7,217,1 month
cadeira para escritório de couro,cadeira para escritório de couro​,C,50,0,720,,n/a,n/a,11,1.19,1.00,6,212,1 month
cadeira para escritório rosa,cadeira para escritório rosa​,I,51,0,720,,n/a,n/a,17,0.82,1.00,8,220,1 month
cadeira para estudo confortável,cadeira para estudo confortável​,I,54,0,720,,n/a,n/a,22,0.41,1.00,8,201,1 month
cadeira para jantar,cadeira para jantar​,I,54,0,720,,n/a,n/a,13,0.67,1.00,8,190,1 month
cadeira para mesa cozinha,cadeira para mesa cozinha​,IC,54,0,720,,n/a,n/a,21,0.41,1.00,8,195,1 month
cadeira para quarto feminino,cadeira para quarto feminino​,C,54,0,720,,n/a,n/a,27,0.41,1.00,8,164,1 month
cadeira para sala de reunião,cadeira para sala de reunião​,C,50,0,720,,n/a,n/a,6,2.58,1.00,8,187,1 month
cadeira pc gamer,cadeira pc gamer​,IC,57,0,720,,n/a,n/a,35,0.46,1.00,8,129,1 month
cadeira poltrona para sala,cadeira poltrona para sala​,C,60,0,720,,n/a,n/a,27,0.46,1.00,6,202,1 month
cadeira presidente branca,cadeira presidente branca​,I,55,0,720,,n/a,n/a,20,1.08,1.00,7,209,1 month
cadeira rodinha,cadeira rodinha​,IC,59,0,720,,n/a,n/a,26,0.72,1.00,6,214,1 month
cadeira terracota,cadeira terracota​,IC,57,0,720,,n/a,n/a,16,1.19,1.00,9,214,1 month
cadeira tulipa,cadeira tulipa​,IC,51,0,720,,n/a,n/a,9,0.88,1.00,5,122,1 month
cadeiras baratas,cadeiras baratas​,C,64,0,720,,n/a,n/a,25,0.41,1.00,6,167,1 month
cadeiras de madeira cozinha,cadeiras de madeira cozinha​,IC,53,0,720,,n/a,n/a,13,0.36,1.00,5,194,1 month
cadeiras de madeira para mesa de jantar,cadeiras de madeira para mesa de jantar​,I,50,0,720,,n/a,n/a,8,0.41,1.00,7,199,1 month
cadeiras de sala,cadeiras de sala​,IC,57,0,720,,n/a,n/a,17,0.46,1.00,7,200,1 month
cadeiras estofadas para sala de jantar modernas,cadeiras estofadas para sala de jantar modernas​,I,53,0,720,,n/a,n/a,18,0.46,1.00,9,194,1 month
cadeiras gamer branca,cadeiras gamer branca​,C,52,0,720,,n/a,n/a,21,0.52,1.00,4,181,1 month
cadeiras gamer dazz,cadeiras gamer dazz​,IT,42,0,720,,n/a,n/a,22,0.31,1.00,9,191,1 month
cadeiras mesa jantar,cadeiras mesa jantar​,IC,57,0,720,,n/a,n/a,10,0.77,1.00,8,195,1 month
cadeiras na promoção,cadeiras na promoção​,C,56,0,720,,n/a,n/a,13,0.52,1.00,6,207,1 month
cadeiras no olx,cadeiras no olx​,TN,39,0,720,,n/a,n/a,32,0.31,1.00,3,172,1 month
cadeiras para area,cadeiras para area​,C,52,0,720,,n/a,n/a,23,0.31,1.00,8,206,1 month
cadeiras para escritório presidente,cadeiras para escritório presidente​,n/a,56,0,720,,n/a,n/a,n/a,1.29,1.00,n/a,n/a,Refresh
cadeiras para estudar confortável,cadeiras para estudar confortável​,IC,59,0,720,,n/a,n/a,22,0.41,1.00,8,179,1 month
cadeiras para estudo confortável,cadeiras para estudo confortável​,I,57,0,720,,n/a,n/a,28,0.41,1.00,10,200,1 month
cadeiras para mesa da cozinha,cadeiras para mesa da cozinha​,IC,48,0,720,,n/a,n/a,21,0.41,1.00,7,209,1 month
cadeiras para varandas pequenas,cadeiras para varandas pequenas​,C,51,0,720,,n/a,n/a,20,0.41,1.00,8,175,1 month
cadeiras poltrona para sala,cadeiras poltrona para sala​,C,52,0,720,,n/a,n/a,25,0.46,1.00,6,196,1 month
cadeiras recepcao,cadeiras recepcao​,C,51,0,720,,n/a,n/a,5,1.03,1.00,8,194,1 month
cadeiras área externa,cadeiras área externa​,IC,51,0,720,,n/a,n/a,20,0.57,1.00,7,187,1 month
centro para sala,centro para sala​,I,44,0,720,,n/a,n/a,15,0.26,1.00,7,197,1 month
encosto da cadeira,encosto da cadeira​,I,50,0,720,,n/a,n/a,20,0.21,1.00,9,192,1 month
encosto para cadeira,encosto para cadeira​,I,53,0,720,,n/a,n/a,21,0.21,1.00,6,209,1 month
encosto para cadeiras de escritório,encosto para cadeiras de escritório​,IC,44,0,720,,n/a,n/a,16,0.26,1.00,4,194,1 month
foto de cadeira,foto de cadeira​,C,62,0,720,,n/a,n/a,29,0.46,0.91,5,183,1 month
jogo de cadeiras cozinha,jogo de cadeiras cozinha​,I,47,0,720,,n/a,n/a,18,0.26,1.00,5,213,1 month
jogo de cadeiras em madeira,jogo de cadeiras em madeira​,C,52,0,720,,n/a,n/a,7,0.41,1.00,4,192,1 month
jogo de cadeiras madeira,jogo de cadeiras madeira​,I,52,0,720,,n/a,n/a,12,0.41,1.00,6,210,1 month
kit cadeira de jantar,kit cadeira de jantar​,IC,55,0,720,,n/a,n/a,22,0.46,1.00,8,189,1 month
kit cadeira escritorio,kit cadeira escritorio​,I,55,0,720,,n/a,n/a,15,1.29,1.00,6,199,1 month
melhores cadeiras gamers,melhores cadeiras gamers​,C,50,0,720,,n/a,n/a,25,0.57,1.00,7,178,1 month
mesa sofa,mesa sofa​,C,44,0,720,,n/a,n/a,17,0.88,1.00,7,198,1 month
mesinha de canto alta,mesinha de canto alta​,I,48,0,720,,n/a,n/a,25,0.36,1.00,8,211,1 month
