Select all keywords,Keyword,Intent,Relevance,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (BRL),Com.,SF,Results,Updated
mesa notebook cama,mesa notebook cama​,I,56,0,"1,600",,n/a,n/a,28,0.31,1.00,8,229,1 month
mesa para estudar no quarto,mesa para estudar no quarto​,C,65,0,"1,600",,n/a,n/a,28,0.36,1.00,8,167,1 month
mesa para estudo para quarto,mesa para estudo para quarto​,C,64,0,"1,600",,n/a,n/a,23,0.36,1.00,7,19M,1 month
mesa para home office,mesa para home office​,I,76,0,"1,600",,n/a,n/a,21,0.73,1.00,7,192,1 month
mesa para jardim,mesa para jardim​,I,66,0,"1,600",,n/a,n/a,21,0.47,1.00,7,183,1 month
mesa para notebook cama,mesa para notebook cama​,IC,60,0,"1,600",,n/a,n/a,27,0.31,1.00,7,225,1 month
mesa para pc e impressora,mesa para pc e impressora​,I,65,0,"1,600",,n/a,n/a,23,0.41,1.00,6,207,1 month
mesa para sala de jantar com 6 cadeiras,mesa para sala de jantar com 6 cadeiras​,I,57,0,"1,600",,n/a,n/a,7,0.57,1.00,8,189,1 month
mesa para área externa que podem molhar,mesa para área externa que podem molhar​,I,58,0,"1,600",,n/a,n/a,24,0.57,1.00,10,190,1 month
mesa pequena apartamento,mesa pequena apartamento​,I,62,0,"1,600",,n/a,n/a,26,0.41,1.00,9,199,1 month
mesa pequena varanda,mesa pequena varanda​,IC,59,0,"1,600",,n/a,n/a,29,0.47,1.00,7,214,1 month
mesa que sobe e desce,mesa que sobe e desce​,I,60,0,"1,600",,n/a,n/a,26,0.93,1.00,9,179,1 month
mesa tampa de vidro 6 cadeiras,mesa tampa de vidro 6 cadeiras​,IC,58,0,"1,600",,n/a,n/a,20,0.52,1.00,8,214,1 month
mesa varanda pequena,mesa varanda pequena​,C,59,0,"1,600",,n/a,n/a,29,0.47,1.00,6,192,1 month
mesas de sala,mesas de sala​,C,58,0,"1,600",,n/a,n/a,21,0.57,1.00,7,191,1 month
mesas de vidros com 6 cadeiras,mesas de vidros com 6 cadeiras​,I,64,0,"1,600",,n/a,n/a,18,0.41,1.00,6,200,1 month
mesas para escritório,mesas para escritório​,C,84,0,"1,600",,n/a,n/a,16,0.93,1.00,7,191,1 month
mesinha para computador,mesinha para computador​,I,64,0,"1,600",,n/a,n/a,24,0.41,1.00,7,194,1 month
mesinha para computador pequena,mesinha para computador pequena​,I,58,0,"1,600",,n/a,n/a,25,0.26,1.00,8,234,1 month
móveis de escritório,móveis de escritório​,I,66,0,"1,600",,n/a,n/a,18,2.33,1.00,6,183,1 month
poltrona escritório,poltrona escritório​,I,69,0,"1,600",,n/a,n/a,7,1.14,1.00,5,188,1 month
prateleira para escritório,prateleira para escritório​,IC,60,0,"1,600",,n/a,n/a,21,0.78,1.00,7,194,1 month
rodas cadeiras de escritorio,rodas cadeiras de escritorio​,C,55,0,"1,600",,n/a,n/a,4,0.41,1.00,5,189,1 month
sala de jantar conjunto,sala de jantar conjunto​,C,55,0,"1,600",,n/a,n/a,14,0.98,1.00,6,189,1 month
tampa de vidro mesa,tampa de vidro mesa​,I,55,0,"1,600",,n/a,n/a,11,0.67,1.00,9,10.8M,1 month
tampa de vidro para mesa,tampa de vidro para mesa​,I,56,0,"1,600",,n/a,n/a,10,0.67,1.00,9,195,1 month
armario baixo escritorio,armario baixo escritorio​,I,68,0,"1,300",,n/a,n/a,11,1.04,1.00,7,166,1 month
armario escritório,armario escritório​,I,68,0,"1,300",,n/a,n/a,22,0.98,1.00,6,177,1 month
arquivo armario,arquivo armario​,I,51,0,"1,300",,n/a,n/a,27,1.35,1.00,8,197,1 month
cadeira couro escritorio,cadeira couro escritorio​,I,65,0,"1,300",,n/a,n/a,10,1.45,1.00,6,197,1 month
cadeira de escritorio mercado livre,cadeira de escritorio mercado livre​,IT,57,0,"1,300",,n/a,n/a,42,0.57,1.00,4,164,1 month
cadeira de escritorio sem braço,cadeira de escritorio sem braço​,C,63,0,"1,300",,n/a,n/a,13,0.98,1.00,8,169,1 month
cadeira de escritorio usada,cadeira de escritorio usada​,C,61,0,"1,300",,n/a,n/a,23,0.36,1.00,6,165,1 month
cadeira de escritório rosa,cadeira de escritório rosa​,IC,66,0,"1,300",,n/a,n/a,23,0.57,1.00,9,213,1 month
cadeira de gaming,cadeira de gaming​,C,54,0,"1,300",,n/a,n/a,33,0.47,1.00,5,196,1 month
cadeira diretor escritorio,cadeira diretor escritorio​,I,65,0,"1,300",,n/a,n/a,6,1.97,1.00,6,191,1 month
cadeira ergonomica branca,cadeira ergonomica branca​,IC,64,0,"1,300",,n/a,n/a,21,0.83,1.00,7,205,1 month
cadeira ergonómica,cadeira ergonómica​,C,61,0,"1,300",,n/a,n/a,22,0.98,1.00,7,197,1 month
cadeira ergonômica escritório,cadeira ergonômica escritório​,I,67,0,"1,300",,n/a,n/a,23,1.55,1.00,7,185,1 month
cadeira ergonômica para escritório,cadeira ergonômica para escritório​,I,64,0,"1,300",,n/a,n/a,31,1.35,1.00,7,191,1 month
cadeira escritorio bege,cadeira escritorio bege​,I,61,0,"1,300",,n/a,n/a,17,1.35,1.00,6,205,1 month
cadeira escritorio sem braço,cadeira escritorio sem braço​,C,63,0,"1,300",,n/a,n/a,12,1.19,1.00,7,193,1 month
cadeira escritório confortável,cadeira escritório confortável​,C,65,0,"1,300",,n/a,n/a,23,0.98,1.00,7,181,1 month
cadeira fixa,cadeira fixa​,I,56,0,"1,300",,n/a,n/a,5,1.71,1.00,6,192,1 month
cadeira gamer promoção,cadeira gamer promoção​,C,57,0,"1,300",,n/a,n/a,32,0.41,1.00,5,196,1 month
cadeira giratoria estofada,cadeira giratoria estofada​,IC,62,0,"1,300",,n/a,n/a,18,0.78,1.00,6,192,1 month
cadeira ortopedica,cadeira ortopedica​,I,57,0,"1,300",,n/a,n/a,21,0.00,0.00,7,182,1 month
cadeira para escritório branca,cadeira para escritório branca​,IC,67,0,"1,300",,n/a,n/a,18,1.09,1.00,7,184,1 month
cadeira para estudar,cadeira para estudar​,I,64,0,"1,300",,n/a,n/a,27,0.47,1.00,8,189,1 month
cadeira para estudos,cadeira para estudos​,I,64,0,"1,300",,n/a,n/a,22,0.47,1.00,8,209,1 month
cadeira preta escritorio,cadeira preta escritorio​,I,69,0,"1,300",,n/a,n/a,21,1.61,1.00,7,191,1 month
cadeira sala de reunião,cadeira sala de reunião​,C,59,0,"1,300",,n/a,n/a,12,2.59,1.00,7,163,1 month
cadeiras de escritorio ergonomica,cadeiras de escritorio ergonomica​,C,64,0,"1,300",,n/a,n/a,20,1.45,1.00,8,186,1 month
cadeiras estudar,cadeiras estudar​,C,59,0,"1,300",,n/a,n/a,30,0.47,1.00,5,202,1 month
cadeiras para consultorio,cadeiras para consultorio​,I,60,0,"1,300",,n/a,n/a,21,1.09,1.00,6,193,1 month
cama multifuncional solteiro,cama multifuncional solteiro​,IC,54,0,"1,300",,n/a,n/a,29,0.62,1.00,6,209,1 month
conjunto 4 cadeiras,conjunto 4 cadeiras​,I,63,0,"1,300",,n/a,n/a,16,0.62,1.00,6,227,1 month
conjunto de cadeiras de jantar,conjunto de cadeiras de jantar​,IC,55,0,"1,300",,n/a,n/a,17,0.47,1.00,6,194,1 month
conjunto de jantar mesa,conjunto de jantar mesa​,I,59,0,"1,300",,n/a,n/a,20,0.83,1.00,7,196,1 month
conjunto de mesa de jantar com 4 cadeiras,conjunto de mesa de jantar com 4 cadeiras​,I,66,0,"1,300",,n/a,n/a,13,0.47,1.00,7,192,1 month
conjunto mesa 6 cadeiras,conjunto mesa 6 cadeiras​,IC,59,0,"1,300",,n/a,n/a,16,0.62,1.00,6,194,1 month
conjunto mesa cadeira,conjunto mesa cadeira​,I,59,0,"1,300",,n/a,n/a,12,0.67,1.00,7,196,1 month
conjunto mesa de jantar 6 lugares,conjunto mesa de jantar 6 lugares​,C,59,0,"1,300",,n/a,n/a,10,0.78,1.00,6,195,1 month
conjunto mesa e 4 cadeiras,conjunto mesa e 4 cadeiras​,IC,65,0,"1,300",,n/a,n/a,10,0.57,1.00,7,190,1 month
conjunto para sala de jantar,conjunto para sala de jantar​,C,49,0,"1,300",,n/a,n/a,10,0.98,1.00,6,193,1 month
conjunto sala de jantar 4 cadeiras,conjunto sala de jantar 4 cadeiras​,C,63,0,"1,300",,n/a,n/a,11,0.73,1.00,6,193,1 month
escravaninha,escravaninha​,IC,53,0,"1,300",,n/a,n/a,17,0.52,1.00,6,191,1 month
escritorios,escritorios​,IC,71,0,"1,300",,n/a,n/a,37,2.13,0.44,7,184,1 month
escrivania para escritorio,escrivania para escritorio​,I,68,0,"1,300",,n/a,n/a,17,0.78,1.00,7,195,1 month
escrivanias para computador,escrivanias para computador​,C,56,0,"1,300",,n/a,n/a,11,0.00,0.33,5,201,1 month
escrivaninha em mdf,escrivaninha em mdf​,C,62,0,"1,300",,n/a,n/a,21,0.47,1.00,8,198,1 month
escrivaninha mercado livre,escrivaninha mercado livre​,IN,52,0,"1,300",,n/a,n/a,37,0.47,1.00,5,168,1 month
escrivaninha para notebook,escrivaninha para notebook​,IT,62,0,"1,300",,n/a,n/a,26,0.31,1.00,7,193,1 month
escrivaninha para pc,escrivaninha para pc​,I,63,0,"1,300",,n/a,n/a,25,0.41,1.00,5,603K,1 month
escrivaninha pc,escrivaninha pc​,I,62,0,"1,300",,n/a,n/a,34,0.41,1.00,7,602K,1 month
escrivaninha pequena para quarto,escrivaninha pequena para quarto​,C,63,0,"1,300",,n/a,n/a,21,0.36,1.00,6,188,1 month
escrivaninha quarto pequeno,escrivaninha quarto pequeno​,I,59,0,"1,300",,n/a,n/a,28,0.36,1.00,6,193,1 month
escrivaninha retro,escrivaninha retro​,C,60,0,"1,300",,n/a,n/a,20,0.52,1.00,7,192,1 month
escrivaninha simples,escrivaninha simples​,I,67,0,"1,300",,n/a,n/a,29,0.31,1.00,6,192,1 month
escrivaninha vintage,escrivaninha vintage​,I,62,0,"1,300",,n/a,n/a,14,0.52,1.00,7,185,1 month
escrivaninhas mdf,escrivaninhas mdf​,C,62,0,"1,300",,n/a,n/a,14,0.47,1.00,4,193,1 month
estante para escritorio,estante para escritorio​,I,62,0,"1,300",,n/a,n/a,11,0.93,1.00,6,199,1 month
gaveteiro branco,gaveteiro branco​,I,52,0,"1,300",,n/a,n/a,19,0.62,1.00,7,200,1 month
jogo de mesa cadeira,jogo de mesa cadeira​,I,56,0,"1,300",,n/a,n/a,17,0.41,1.00,6,191,1 month
jogo de mesa cadeiras,jogo de mesa cadeiras​,C,54,0,"1,300",,n/a,n/a,13,0.41,1.00,7,195,1 month
jogo de mesa com cadeiras,jogo de mesa com cadeiras​,I,62,0,"1,300",,n/a,n/a,16,0.41,1.00,6,192,1 month
jogo de mesa e cadeira,jogo de mesa e cadeira​,I,61,0,"1,300",,n/a,n/a,13,0.41,1.00,6,194,1 month
loja de moveis de escritorio,loja de moveis de escritorio​,C,59,0,"1,300",,n/a,n/a,21,2.70,1.00,5,197,1 month
loja de moveis escritorio,loja de moveis escritorio​,C,60,0,"1,300",,n/a,n/a,20,2.70,1.00,6,196,1 month
mdf escrivaninha,mdf escrivaninha​,C,63,0,"1,300",,n/a,n/a,21,0.47,1.00,8,182,1 month
melhor cadeira gamer,melhor cadeira gamer​,C,47,0,"1,300",,n/a,n/a,24,0.88,1.00,8,176,1 month
mesa 2 cadeiras,mesa 2 cadeiras​,IC,60,0,"1,300",,n/a,n/a,21,0.47,1.00,6,205,1 month
mesa 4 cadeiras de vidro,mesa 4 cadeiras de vidro​,IC,64,0,"1,300",,n/a,n/a,22,0.41,1.00,9,210,1 month
mesa 4 cadeiras preto,mesa 4 cadeiras preto​,I,66,0,"1,300",,n/a,n/a,21,0.73,1.00,7,218,1 month
mesa 6 cadeira,mesa 6 cadeira​,IC,59,0,"1,300",,n/a,n/a,19,0.52,1.00,7,194,1 month
mesa 6 cadeiras jantar,mesa 6 cadeiras jantar​,IC,62,0,"1,300",,n/a,n/a,14,0.62,1.00,8,188,1 month
mesa ajustavel,mesa ajustavel​,I,56,0,"1,300",,n/a,n/a,19,1.14,1.00,6,193,1 month
mesa altura regulável,mesa altura regulável​,I,57,0,"1,300",,n/a,n/a,21,1.50,1.00,7,191,1 month
mesa apartamento pequeno,mesa apartamento pequeno​,I,59,0,"1,300",,n/a,n/a,27,0.47,1.00,9,176,1 month
mesa cama notebook,mesa cama notebook​,I,57,0,"1,300",,n/a,n/a,26,0.31,1.00,7,248,1 month
mesa com 2 cadeiras,mesa com 2 cadeiras​,I,65,0,"1,300",,n/a,n/a,18,0.41,1.00,6,188,1 month
mesa com 4 cadeiras e tampo de vidro,mesa com 4 cadeiras e tampo de vidro​,I,65,0,"1,300",,n/a,n/a,16,0.52,1.00,6,197,1 month
mesa com 6 cadeiras sala de jantar,mesa com 6 cadeiras sala de jantar​,I,59,0,"1,300",,n/a,n/a,10,0.57,1.00,6,195,1 month
mesa com cadeira de madeira,mesa com cadeira de madeira​,I,64,0,"1,300",,n/a,n/a,11,0.57,1.00,7,193,1 month
mesa com cadeiras para cozinha,mesa com cadeiras para cozinha​,I,68,0,"1,300",,n/a,n/a,19,0.31,1.00,7,191,1 month
mesa com gavetas,mesa com gavetas​,I,66,0,"1,300",,n/a,n/a,28,0.62,1.00,6,169,1 month
mesa de escritorio com gaveta,mesa de escritorio com gaveta​,I,70,0,"1,300",,n/a,n/a,25,0.93,1.00,5,188,1 month
mesa de escritório grande,mesa de escritório grande​,I,76,0,"1,300",,n/a,n/a,21,0.78,1.00,6,192,1 month
mesa de jantar com 6 cadeiras e tampo de vidro,mesa de jantar com 6 cadeiras e tampo de vidro​,I,61,0,"1,300",,n/a,n/a,20,0.62,1.00,6,186,1 month
mesa de jantar de sala,mesa de jantar de sala​,I,57,0,"1,300",,n/a,n/a,27,0.83,1.00,6,188,1 month
mesa de jantar industrial,mesa de jantar industrial​,I,59,0,"1,300",,n/a,n/a,23,0.62,1.00,7,188,1 month
mesa de jantar tampo de vidro 4 cadeiras,mesa de jantar tampo de vidro 4 cadeiras​,IC,60,0,"1,300",,n/a,n/a,16,0.52,1.00,7,225,1 month
mesa de jantar tampo de vidro 6 cadeiras,mesa de jantar tampo de vidro 6 cadeiras​,I,60,0,"1,300",,n/a,n/a,21,0.62,1.00,7,210,1 month
mesa de jantar vidro,mesa de jantar vidro​,I,61,0,"1,300",,n/a,n/a,25,0.62,1.00,9,193,1 month
mesa de vidro e 4 cadeiras,mesa de vidro e 4 cadeiras​,I,61,0,"1,300",,n/a,n/a,22,0.41,1.00,4,8,1 month
mesa diretor,mesa diretor​,I,64,0,"1,300",,n/a,n/a,9,1.61,1.00,8,188,1 month
mesa e quatro cadeiras,mesa e quatro cadeiras​,I,63,0,"1,300",,n/a,n/a,15,0.47,1.00,6,195,1 month
mesa escritorio pequena,mesa escritorio pequena​,I,80,0,"1,300",,n/a,n/a,25,0.67,1.00,5,193,1 month
mesa escritorio preta,mesa escritorio preta​,C,75,0,"1,300",,n/a,n/a,19,1.09,1.00,7,192,1 month
mesa escritório industrial,mesa escritório industrial​,I,69,0,"1,300",,n/a,n/a,10,0.93,1.00,9,188,1 month
mesa escrivaninha com gaveta,mesa escrivaninha com gaveta​,I,68,0,"1,300",,n/a,n/a,23,0.52,1.00,6,193,1 month
mesa gamer branca,mesa gamer branca​,I,64,0,"1,300",,n/a,n/a,30,0.41,1.00,6,189,1 month
mesa para cama notebook,mesa para cama notebook​,I,63,0,"1,300",,n/a,n/a,30,0.31,1.00,7,223,1 month
mesa para compútador,mesa para compútador​,I,63,0,"1,300",,n/a,n/a,28,0.41,1.00,6,193,1 month
mesa para escritorio com gavetas,mesa para escritorio com gavetas​,I,74,0,"1,300",,n/a,n/a,17,0.93,1.00,6,188,1 month
mesa para escritorio preta,mesa para escritorio preta​,IC,74,0,"1,300",,n/a,n/a,16,1.09,1.00,5,193,1 month
mesa para estudo quarto,mesa para estudo quarto​,C,70,0,"1,300",,n/a,n/a,24,0.36,1.00,6,207,1 month
mesa para notebook e impressora,mesa para notebook e impressora​,I,62,0,"1,300",,n/a,n/a,25,0.36,1.00,7,213,1 month
mesa para sacada,mesa para sacada​,IC,66,0,"1,300",,n/a,n/a,29,0.57,1.00,7,206,1 month
mesa para sala de jantar com 4 cadeiras,mesa para sala de jantar com 4 cadeiras​,I,61,0,"1,300",,n/a,n/a,8,0.57,1.00,5,193,1 month
mesa para setup,mesa para setup​,C,60,0,"1,300",,n/a,n/a,26,0.36,1.00,9,171,1 month
mesa para varanda gourmet,mesa para varanda gourmet​,I,54,0,"1,300",,n/a,n/a,23,0.83,1.00,8,180,1 month
mesa pequena para apartamento,mesa pequena para apartamento​,IC,60,0,"1,300",,n/a,n/a,27,0.36,1.00,9,185,1 month
mesa portatil notebook,mesa portatil notebook​,I,59,0,"1,300",,n/a,n/a,26,0.31,1.00,7,205,1 month
mesa pra pc,mesa pra pc​,I,59,0,"1,300",,n/a,n/a,30,0.31,1.00,8,194,1 month
mesa preta escritorio,mesa preta escritorio​,I,74,0,"1,300",,n/a,n/a,19,1.09,1.00,6,194,1 month
mesa redonda preta,mesa redonda preta​,I,58,0,"1,300",,n/a,n/a,20,0.83,1.00,7,197,1 month
mesa regulagem altura,mesa regulagem altura​,I,56,0,"1,300",,n/a,n/a,13,1.50,1.00,7,191,1 month
mesa sala,mesa sala​,IC,60,0,"1,300",,n/a,n/a,29,0.83,1.00,7,190,1 month
mesa setup,mesa setup​,C,54,0,"1,300",,n/a,n/a,29,0.52,1.00,9,173,1 month
mesa tampa de vidro,mesa tampa de vidro​,I,61,0,"1,300",,n/a,n/a,10,0.57,1.00,8,200,1 month
mesa tampo de vidro com 6 cadeiras,mesa tampo de vidro com 6 cadeiras​,I,59,0,"1,300",,n/a,n/a,22,0.52,1.00,9,194,1 month
mesa varanda gourmet,mesa varanda gourmet​,I,48,0,"1,300",,n/a,n/a,31,0.83,1.00,6,187,1 month
mesa vidro,mesa vidro​,IC,61,0,"1,300",,n/a,n/a,20,0.67,1.00,7,191,1 month
mesa vidro 6 cadeiras,mesa vidro 6 cadeiras​,I,59,0,"1,300",,n/a,n/a,22,0.52,1.00,7,188,1 month
mesa área externa,mesa área externa​,I,64,0,"1,300",,n/a,n/a,20,0.78,1.00,7,193,1 month
mesas bancada,mesas bancada​,C,61,0,"1,300",,n/a,n/a,21,0.52,1.00,7,190,1 month
mesas com tampo de vidro 6 cadeiras,mesas com tampo de vidro 6 cadeiras​,I,60,0,"1,300",,n/a,n/a,22,0.52,1.00,6,189,1 month
mesas de escritorio pequenas,mesas de escritorio pequenas​,C,75,0,"1,300",,n/a,n/a,20,0.57,1.00,4,193,1 month
mesas de jantar 6 lugares,mesas de jantar 6 lugares​,I,59,0,"1,300",,n/a,n/a,13,0.57,1.00,8,188,1 month
mesas de jantar modernas 6 lugares,mesas de jantar modernas 6 lugares​,IC,52,0,"1,300",,n/a,n/a,19,0.57,1.00,7,186,1 month
mesas de maquilhagem,mesas de maquilhagem​,I,55,0,"1,300",,n/a,n/a,29,0.31,1.00,6,196,1 month
mesas estilo industrial,mesas estilo industrial​,I,59,0,"1,300",,n/a,n/a,25,0.57,1.00,8,195,1 month
mesas para cama notebook,mesas para cama notebook​,IC,58,0,"1,300",,n/a,n/a,30,0.31,1.00,8,247,1 month
mesas para computador,mesas para computador​,C,69,0,"1,300",,n/a,n/a,21,0.41,1.00,6,188,1 month
mesas para sala,mesas para sala​,IC,58,0,"1,300",,n/a,n/a,22,0.52,1.00,6,190,1 month
mesinha com cadeira de madeira,mesinha com cadeira de madeira​,I,57,0,"1,300",,n/a,n/a,18,0.57,1.00,8,207,1 month
mesinha de estudo,mesinha de estudo​,IT,70,0,"1,300",,n/a,n/a,29,0.31,1.00,8,215,1 month
moveis escritorios,moveis escritorios​,C,59,0,"1,300",,n/a,n/a,30,2.11,1.00,8,197,1 month
moveis para escritório,moveis para escritório​,I,61,0,"1,300",,n/a,n/a,29,1.91,1.00,8,192,1 month
poltrona para escritório,poltrona para escritório​,IC,66,0,"1,300",,n/a,n/a,14,1.13,1.00,5,187,1 month
prateleira com escrivaninha,prateleira com escrivaninha​,I,62,0,"1,300",,n/a,n/a,26,0.52,1.00,7,199,1 month
promoção mesa de jantar com 6 cadeiras,promoção mesa de jantar com 6 cadeiras​,I,55,0,"1,300",,n/a,n/a,20,0.46,1.00,6,195,1 month
sala de jantar com 4 cadeiras,sala de jantar com 4 cadeiras​,I,61,0,"1,300",,n/a,n/a,11,0.57,1.00,7,186,1 month
sala de jantar mesa 6 cadeiras,sala de jantar mesa 6 cadeiras​,IC,58,0,"1,300",,n/a,n/a,10,0.57,1.00,6,198,1 month
shopping do escritorio,shopping do escritorio​,N,52,0,"1,300",,n/a,n/a,16,1.13,0.68,8,172,1 month
tampo de vidro mesa,tampo de vidro mesa​,C,56,0,"1,300",,n/a,n/a,15,0.67,1.00,9,191,1 month
tampões de vidro para mesa,tampões de vidro para mesa​,C,52,0,"1,300",,n/a,n/a,21,0.67,1.00,7,198,1 month
armarinho de escritorio,armarinho de escritorio​,C,68,0,"1,000",,n/a,n/a,25,0.93,1.00,7,188,1 month
armario para escritório,armario para escritório​,C,66,0,"1,000",,n/a,n/a,20,0.88,1.00,6,180,1 month
armário baixo para escritório,armário baixo para escritório​,I,69,0,"1,000",,n/a,n/a,5,1.03,1.00,7,167,1 month
cadeira barata,cadeira barata​,C,60,0,"1,000",,n/a,n/a,29,0.52,1.00,7,225,1 month
cadeira confortável para estudo,cadeira confortável para estudo​,I,54,0,"1,000",,n/a,n/a,18,0.41,1.00,9,194,1 month
cadeira de couro escritorio,cadeira de couro escritorio​,IC,62,0,"1,000",,n/a,n/a,16,1.19,1.00,7,202,1 month
cadeira de escritorio confortavel,cadeira de escritorio confortavel​,IC,66,0,"1,000",,n/a,n/a,30,1.08,1.00,10,193,1 month
cadeira de escritorio em couro,cadeira de escritorio em couro​,IC,63,0,"1,000",,n/a,n/a,13,1.19,1.00,5,192,1 month
cadeira de escritorio fixa,cadeira de escritorio fixa​,I,66,0,"1,000",,n/a,n/a,10,1.39,1.00,5,164,1 month
cadeira de escritorio presidencial,cadeira de escritorio presidencial​,I,63,0,"1,000",,n/a,n/a,15,1.29,1.00,9,195,1 month
cadeira de escritorio preta,cadeira de escritorio preta​,I,70,0,"1,000",,n/a,n/a,18,1.29,1.00,8,191,1 month
cadeira de escrivaninha,cadeira de escrivaninha​,I,71,0,"1,000",,n/a,n/a,25,0.46,1.00,7,211,1 month
cadeira ergonômica nr17,cadeira ergonômica nr17​,C,46,0,"1,000",,n/a,n/a,13,1.29,1.00,8,196,1 month
cadeira escritorio couro,cadeira escritorio couro​,I,62,0,"1,000",,n/a,n/a,14,1.44,1.00,7,203,1 month
cadeira escritorio diretor,cadeira escritorio diretor​,IC,64,0,"1,000",,n/a,n/a,8,1.96,1.00,7,192,1 month
cadeira escritorio marrom,cadeira escritorio marrom​,I,68,0,"1,000",,n/a,n/a,18,1.24,1.00,7,187,1 month
cadeira escrivaninha quarto,cadeira escrivaninha quarto​,C,63,0,"1,000",,n/a,n/a,28,0.41,1.00,6,236,1 month
cadeira estudar,cadeira estudar​,C,59,0,"1,000",,n/a,n/a,27,0.46,1.00,8,190,1 month
cadeira gamer 150kg,cadeira gamer 150kg​,C,49,0,"1,000",,n/a,n/a,25,0.46,1.00,7,184,1 month
cadeira gamer ergonômica,cadeira gamer ergonômica​,I,55,0,"1,000",,n/a,n/a,24,0.67,1.00,8,189,1 month
cadeira giratoria secretaria,cadeira giratoria secretaria​,C,62,0,"1,000",,n/a,n/a,5,1.39,1.00,5,188,1 month
cadeira para escritorio diretor,cadeira para escritorio diretor​,IC,62,0,"1,000",,n/a,n/a,6,1.96,1.00,5,194,1 month
cadeira para escritorio sem braço,cadeira para escritorio sem braço​,I,61,0,"1,000",,n/a,n/a,11,1.19,1.00,8,208,1 month
cadeira para escritorio sem rodinha,cadeira para escritorio sem rodinha​,C,62,0,"1,000",,n/a,n/a,15,0.88,1.00,7,204,1 month
cadeira para escritório presidente,cadeira para escritório presidente​,C,64,0,"1,000",,n/a,n/a,31,1.19,1.00,6,187,1 month
cadeira para home office,cadeira para home office​,C,60,0,"1,000",,n/a,n/a,22,0.93,1.00,8,165,1 month
cadeira presidencial,cadeira presidencial​,C,59,0,"1,000",,n/a,n/a,8,1.13,1.00,10,191,1 month
cadeira simples,cadeira simples​,I,60,0,"1,000",,n/a,n/a,18,0.52,1.00,7,196,1 month
cadeiras em promoção,cadeiras em promoção​,C,64,0,"1,000",,n/a,n/a,16,0.52,1.00,5,177,1 month
cadeiras ergonomica,cadeiras ergonomica​,C,61,0,"1,000",,n/a,n/a,30,1.24,1.00,8,187,1 month
cadeiras ergonômicas,cadeiras ergonômicas​,IC,58,0,"1,000",,n/a,n/a,35,0.98,1.00,9,186,1 month
cadeiras para computador,cadeiras para computador​,IC,69,0,"1,000",,n/a,n/a,21,0.57,1.00,6,196,1 month
cadeiras para escritorio ergonomicas,cadeiras para escritorio ergonomicas​,C,66,0,"1,000",,n/a,n/a,24,1.55,1.00,7,189,1 month
cadeiras sem mesa,cadeiras sem mesa​,IC,60,0,"1,000",,n/a,n/a,21,0.31,1.00,5,195,1 month
conjunto 6 cadeiras jantar,conjunto 6 cadeiras jantar​,I,53,0,"1,000",,n/a,n/a,19,0.67,1.00,7,211,1 month
conjunto de mesa de jantar 4 cadeiras,conjunto de mesa de jantar 4 cadeiras​,IC,62,0,"1,000",,n/a,n/a,8,0.46,1.00,6,193,1 month
conjunto de mesa e 4 cadeiras,conjunto de mesa e 4 cadeiras​,I,63,0,"1,000",,n/a,n/a,14,0.41,1.00,6,193,1 month
conjunto de mesa e cadeira,conjunto de mesa e cadeira​,I,67,0,"1,000",,n/a,n/a,12,0.52,1.00,7,199,1 month
conjunto jantar 4 cadeiras,conjunto jantar 4 cadeiras​,IC,57,0,"1,000",,n/a,n/a,9,0.62,1.00,5,193,1 month
conjunto mesa de jantar 4 cadeiras,conjunto mesa de jantar 4 cadeiras​,I,66,0,"1,000",,n/a,n/a,11,0.62,1.00,6,191,1 month
conjunto mesa e 4 cadeira,conjunto mesa e 4 cadeira​,C,61,0,"1,000",,n/a,n/a,14,0.57,1.00,7,196,1 month
conjunto mesa e 6 cadeiras,conjunto mesa e 6 cadeiras​,I,62,0,"1,000",,n/a,n/a,10,0.62,1.00,6,19.3M,1 month
conjunto mesa e cadeira,conjunto mesa e cadeira​,IC,65,0,"1,000",,n/a,n/a,8,0.67,1.00,6,196,1 month
escritorio home office,escritorio home office​,I,66,0,"1,000",,n/a,n/a,36,0.93,0.98,6,189,1 month
escritorios em ingles,escritorios em ingles​,I,76,0,"1,000",,n/a,n/a,26,0.00,0.33,6,n/a,1 month
escrivaniha,escrivaniha​,C,58,0,"1,000",,n/a,n/a,24,0.52,1.00,5,194,1 month
escrivaninha branca com gavetas,escrivaninha branca com gavetas​,I,61,0,"1,000",,n/a,n/a,23,0.57,1.00,7,197,1 month
escrivaninha e estante,escrivaninha e estante​,IC,70,0,"1,000",,n/a,n/a,22,0.77,1.00,7,193,1 month
escrivaninha l,escrivaninha l​,I,67,0,"1,000",,n/a,n/a,22,0.62,1.00,6,192,1 month
escrivaninha no quarto,escrivaninha no quarto​,IC,62,0,"1,000",,n/a,n/a,28,0.36,1.00,7,194,1 month
escrivaninha notebook,escrivaninha notebook​,IC,62,0,"1,000",,n/a,n/a,23,0.31,1.00,6,198,1 month
escrivaninha para quarto com gavetas,escrivaninha para quarto com gavetas​,I,62,0,"1,000",,n/a,n/a,31,0.41,1.00,7,200,1 month
escrivaninhas para quarto,escrivaninhas para quarto​,C,63,0,"1,000",,n/a,n/a,26,0.36,1.00,6,193,1 month
